barcode,invoice_number,sale_date,quantity_sold,selling_price,discount,total_amount
8901013,INV-00575,2026-07-07,2,92,0,184
8901020,INV-00648,2026-07-07,1,56,0,56
8901030,INV-00678,2026-07-07,3,20,3.0,57.0
8901030,INV-00715,2026-07-07,1,20,0,20
8901035,INV-01012,2026-07-07,2,19,0,38
8901035,INV-01039,2026-07-07,1,19,0,19
8901052,INV-01203,2026-07-07,1,180,9.0,171.0
8901064,INV-01655,2026-07-07,1,176,0,176
8901066,INV-01708,2026-07-07,1,56,0,56
8901066,INV-01721,2026-07-07,1,56,0,56
8901001,INV-00072,2026-07-08,3,68,0,204
8901003,INV-00260,2026-07-08,3,272,0,816
8901004,INV-00340,2026-07-08,3,28,8.4,75.6
8901004,INV-00361,2026-07-08,2,28,2.8,53.2
8901005,INV-00369,2026-07-08,3,128,0,384
8901006,INV-00442,2026-07-08,2,118,23.6,212.4
8901006,INV-00443,2026-07-08,1,118,0,118
8901011,INV-00493,2026-07-08,1,99,0,99
8901011,INV-00518,2026-07-08,3,99,14.85,282.15
8901030,INV-00697,2026-07-08,1,20,0,20
8901031,INV-00770,2026-07-08,5,85,0,425
8901031,INV-00810,2026-07-08,2,85,0,170
8901032,INV-00849,2026-07-08,2,158,0,316
8901033,INV-00883,2026-07-08,1,155,0,155
8901033,INV-00895,2026-07-08,1,155,0,155
8901033,INV-00910,2026-07-08,1,155,7.75,147.25
8901033,INV-00924,2026-07-08,1,155,7.75,147.25
8901051,INV-01176,2026-07-08,1,270,0,270
8901054,INV-01259,2026-07-08,1,172,17.2,154.8
8901055,INV-01332,2026-07-08,2,94,18.8,169.2
8901059,INV-01445,2026-07-08,1,270,0,270
8901060,INV-01461,2026-07-08,1,348,0,348
8901062,INV-01569,2026-07-08,3,23,0,69
8901064,INV-01639,2026-07-08,1,176,8.8,167.2
8901066,INV-01685,2026-07-08,1,56,5.6,50.4
8901001,INV-00008,2026-07-09,5,68,17.0,323.0
8901001,INV-00060,2026-07-09,3,68,0,204
8901001,INV-00070,2026-07-09,4,68,13.6,258.4
8901001,INV-00084,2026-07-09,1,68,0,68
8901001,INV-00102,2026-07-09,2,68,0,136
8901001,INV-00112,2026-07-09,2,68,0,136
8901002,INV-00181,2026-07-09,2,52,0,104
8901002,INV-00229,2026-07-09,3,52,0,156
8901005,INV-00382,2026-07-09,2,128,0,256
8901012,INV-00544,2026-07-09,2,42,4.2,79.8
8901012,INV-00563,2026-07-09,1,42,0,42
8901031,INV-00766,2026-07-09,4,85,0,340
8901033,INV-00923,2026-07-09,1,155,15.5,139.5
8901035,INV-01005,2026-07-09,4,19,7.6,68.4
8901035,INV-01020,2026-07-09,3,19,0,57
8901053,INV-01250,2026-07-09,2,705,70.5,1339.5
8901055,INV-01315,2026-07-09,1,94,0,94
8901055,INV-01335,2026-07-09,1,94,4.7,89.3
8901056,INV-01365,2026-07-09,2,395,0,790
8901058,INV-01398,2026-07-09,2,205,0,410
8901062,INV-01544,2026-07-09,4,23,0,92
8901063,INV-01618,2026-07-09,1,38,3.8,34.2
8901001,INV-00115,2026-07-10,1,68,0,68
8901002,INV-00178,2026-07-10,4,52,0,208
8901005,INV-00368,2026-07-10,3,128,0,384
8901005,INV-00392,2026-07-10,1,128,6.4,121.6
8901006,INV-00457,2026-07-10,1,118,0,118
8901011,INV-00499,2026-07-10,1,99,0,99
8901011,INV-00503,2026-07-10,1,99,0,99
8901013,INV-00605,2026-07-10,1,92,0,92
8901032,INV-00836,2026-07-10,2,158,31.6,284.4
8901032,INV-00839,2026-07-10,3,158,0,474
8901032,INV-00846,2026-07-10,1,158,0,158
8901033,INV-00890,2026-07-10,2,155,0,310
8901034,INV-00948,2026-07-10,5,42,0,210
8901034,INV-00984,2026-07-10,3,42,0,126
8901035,INV-01025,2026-07-10,1,19,0,19
8901050,INV-01097,2026-07-10,5,32,0,160
8901050,INV-01142,2026-07-10,3,32,0,96
8901050,INV-01147,2026-07-10,3,32,0,96
8901053,INV-01248,2026-07-10,1,705,0,705
8901055,INV-01331,2026-07-10,2,94,0,188
8901057,INV-01382,2026-07-10,2,165,0,330
8901060,INV-01473,2026-07-10,1,348,0,348
8901061,INV-01492,2026-07-10,2,42,0,84
8901063,INV-01608,2026-07-10,2,38,0,76
8901066,INV-01687,2026-07-10,1,56,5.6,50.4
8901001,INV-00021,2026-07-11,5,68,0,340
8901001,INV-00031,2026-07-11,5,68,0,340
8901001,INV-00047,2026-07-11,3,68,10.2,193.8
8901001,INV-00086,2026-07-11,4,68,0,272
8901002,INV-00152,2026-07-11,3,52,0,156
8901002,INV-00171,2026-07-11,1,52,0,52
8901002,INV-00202,2026-07-11,3,52,15.6,140.4
8901004,INV-00305,2026-07-11,3,28,0,84
8901004,INV-00360,2026-07-11,3,28,0,84
8901011,INV-00497,2026-07-11,1,99,0,99
8901011,INV-00501,2026-07-11,1,99,0,99
8901011,INV-00508,2026-07-11,1,99,0,99
8901031,INV-00778,2026-07-11,5,85,0,425
8901031,INV-00792,2026-07-11,3,85,0,255
8901031,INV-00798,2026-07-11,2,85,0,170
8901031,INV-00808,2026-07-11,4,85,0,340
8901035,INV-01016,2026-07-11,5,19,0,95
8901052,INV-01232,2026-07-11,2,180,18.0,342.0
8901058,INV-01413,2026-07-11,1,205,0,205
8901061,INV-01486,2026-07-11,2,42,0,84
8901065,INV-01674,2026-07-11,2,128,0,256
8901066,INV-01693,2026-07-11,3,56,0,168
8901001,INV-00011,2026-07-12,3,68,0,204
8901001,INV-00037,2026-07-12,2,68,0,136
8901001,INV-00123,2026-07-12,3,68,0,204
8901002,INV-00136,2026-07-12,4,52,20.8,187.2
8901002,INV-00192,2026-07-12,2,52,0,104
8901004,INV-00302,2026-07-12,2,28,5.6,50.4
8901006,INV-00425,2026-07-12,2,118,23.6,212.4
8901013,INV-00608,2026-07-12,2,92,0,184
8901030,INV-00672,2026-07-12,2,20,0,40
8901030,INV-00692,2026-07-12,2,20,2.0,38.0
8901031,INV-00797,2026-07-12,4,85,0,340
8901033,INV-00920,2026-07-12,1,155,7.75,147.25
8901034,INV-00957,2026-07-12,5,42,0,210
8901034,INV-00973,2026-07-12,1,42,0,42
8901034,INV-00997,2026-07-12,3,42,0,126
8901035,INV-01044,2026-07-12,3,19,5.7,51.3
8901035,INV-01049,2026-07-12,5,19,9.5,85.5
8901050,INV-01108,2026-07-12,5,32,0,160
8901052,INV-01195,2026-07-12,3,180,0,540
8901052,INV-01233,2026-07-12,3,180,0,540
8901061,INV-01530,2026-07-12,1,42,0,42
8901062,INV-01578,2026-07-12,4,23,0,92
8901062,INV-01582,2026-07-12,5,23,0,115
8901064,INV-01656,2026-07-12,2,176,0,352
8901065,INV-01667,2026-07-12,2,128,12.8,243.2
8901001,INV-00023,2026-07-13,3,68,0,204
8901001,INV-00075,2026-07-13,2,68,0,136
8901002,INV-00146,2026-07-13,3,52,7.8,148.2
8901002,INV-00228,2026-07-13,3,52,15.6,140.4
8901003,INV-00232,2026-07-13,3,272,0,816
8901010,INV-00472,2026-07-13,2,90,0,180
8901010,INV-00492,2026-07-13,2,90,18.0,162.0
8901013,INV-00578,2026-07-13,1,92,4.6,87.4
8901021,INV-00663,2026-07-13,1,58,0,58
8901032,INV-00825,2026-07-13,4,158,0,632
8901033,INV-00892,2026-07-13,3,155,0,465
8901051,INV-01157,2026-07-13,1,270,0,270
8901053,INV-01253,2026-07-13,1,705,35.25,669.75
8901055,INV-01326,2026-07-13,2,94,0,188
8901056,INV-01355,2026-07-13,1,395,0,395
8901057,INV-01384,2026-07-13,1,165,0,165
8901057,INV-01391,2026-07-13,2,165,16.5,313.5
8901062,INV-01536,2026-07-13,3,23,0,69
8901062,INV-01542,2026-07-13,4,23,0,92
8901063,INV-01616,2026-07-13,1,38,0,38
8901064,INV-01653,2026-07-13,2,176,0,352
8901001,INV-00012,2026-07-14,2,68,6.8,129.2
8901001,INV-00051,2026-07-14,5,68,17.0,323.0
8901001,INV-00074,2026-07-14,5,68,17.0,323.0
8901003,INV-00249,2026-07-14,1,272,0,272
8901003,INV-00279,2026-07-14,3,272,0,816
8901011,INV-00496,2026-07-14,1,99,9.9,89.1
8901011,INV-00528,2026-07-14,3,99,0,297
8901011,INV-00530,2026-07-14,1,99,0,99
8901012,INV-00545,2026-07-14,3,42,6.3,119.7
8901012,INV-00556,2026-07-14,3,42,0,126
8901021,INV-00657,2026-07-14,1,58,0,58
8901032,INV-00819,2026-07-14,3,158,0,474
8901032,INV-00853,2026-07-14,2,158,0,316
8901033,INV-00888,2026-07-14,1,155,0,155
8901034,INV-00987,2026-07-14,2,42,0,84
8901035,INV-01004,2026-07-14,2,19,0,38
8901035,INV-01055,2026-07-14,2,19,0,38
8901035,INV-01086,2026-07-14,2,19,0,38
8901041,INV-01094,2026-07-14,2,199,0,398
8901055,INV-01312,2026-07-14,1,94,0,94
8901056,INV-01341,2026-07-14,1,395,19.75,375.25
8901056,INV-01364,2026-07-14,2,395,79.0,711.0
8901058,INV-01415,2026-07-14,1,205,0,205
8901062,INV-01539,2026-07-14,4,23,4.6,87.4
8901062,INV-01559,2026-07-14,2,23,0,46
8901062,INV-01576,2026-07-14,4,23,0,92
8901064,INV-01651,2026-07-14,2,176,0,352
8901065,INV-01664,2026-07-14,2,128,0,256
8901001,INV-00114,2026-07-15,5,68,0,340
8901002,INV-00186,2026-07-15,1,52,2.6,49.4
8901002,INV-00220,2026-07-15,2,52,10.4,93.6
8901003,INV-00244,2026-07-15,2,272,54.4,489.6
8901003,INV-00300,2026-07-15,4,272,108.8,979.2
8901006,INV-00418,2026-07-15,3,118,17.7,336.3
8901013,INV-00570,2026-07-15,1,92,4.6,87.4
8901013,INV-00574,2026-07-15,1,92,0,92
8901013,INV-00593,2026-07-15,2,92,0,184
8901021,INV-00666,2026-07-15,2,58,11.6,104.4
8901030,INV-00740,2026-07-15,4,20,0,80
8901031,INV-00762,2026-07-15,2,85,0,170
8901031,INV-00791,2026-07-15,2,85,0,170
8901033,INV-00906,2026-07-15,1,155,0,155
8901033,INV-00927,2026-07-15,1,155,15.5,139.5
8901034,INV-00975,2026-07-15,2,42,0,84
8901035,INV-01084,2026-07-15,5,19,9.5,85.5
8901050,INV-01098,2026-07-15,3,32,0,96
8901050,INV-01104,2026-07-15,2,32,3.2,60.8
8901054,INV-01287,2026-07-15,2,172,0,344
8901055,INV-01333,2026-07-15,1,94,0,94
8901057,INV-01387,2026-07-15,1,165,8.25,156.75
8901061,INV-01506,2026-07-15,1,42,0,42
8901065,INV-01660,2026-07-15,1,128,12.8,115.2
8901065,INV-01663,2026-07-15,1,128,0,128
8901001,INV-00059,2026-07-16,2,68,13.6,122.4
8901002,INV-00166,2026-07-16,4,52,0,208
8901002,INV-00172,2026-07-16,1,52,0,52
8901003,INV-00243,2026-07-16,3,272,0,816
8901003,INV-00277,2026-07-16,2,272,0,544
8901004,INV-00338,2026-07-16,3,28,0,84
8901013,INV-00591,2026-07-16,1,92,0,92
8901021,INV-00660,2026-07-16,1,58,0,58
8901033,INV-00914,2026-07-16,1,155,15.5,139.5
8901035,INV-01042,2026-07-16,3,19,0,57
8901050,INV-01107,2026-07-16,4,32,0,128
8901050,INV-01155,2026-07-16,3,32,0,96
8901051,INV-01174,2026-07-16,3,270,0,810
8901051,INV-01193,2026-07-16,2,270,54.0,486.0
8901054,INV-01261,2026-07-16,2,172,0,344
8901054,INV-01281,2026-07-16,1,172,0,172
8901059,INV-01438,2026-07-16,1,270,0,270
8901061,INV-01491,2026-07-16,3,42,6.3,119.7
8901066,INV-01720,2026-07-16,2,56,11.2,100.8
8901001,INV-00054,2026-07-17,3,68,0,204
8901003,INV-00245,2026-07-17,3,272,40.8,775.2
8901003,INV-00276,2026-07-17,5,272,0,1360
8901003,INV-00286,2026-07-17,3,272,0,816
8901004,INV-00350,2026-07-17,5,28,0,140
8901006,INV-00424,2026-07-17,3,118,0,354
8901006,INV-00449,2026-07-17,1,118,0,118
8901013,INV-00576,2026-07-17,1,92,0,92
8901013,INV-00615,2026-07-17,1,92,9.2,82.8
8901021,INV-00654,2026-07-17,3,58,0,174
8901021,INV-00668,2026-07-17,2,58,0,116
8901031,INV-00785,2026-07-17,2,85,0,170
8901031,INV-00814,2026-07-17,5,85,0,425
8901032,INV-00858,2026-07-17,3,158,0,474
8901034,INV-00964,2026-07-17,3,42,0,126
8901034,INV-00974,2026-07-17,4,42,0,168
8901035,INV-01008,2026-07-17,5,19,0,95
8901035,INV-01051,2026-07-17,2,19,0,38
8901054,INV-01268,2026-07-17,2,172,34.4,309.6
8901058,INV-01405,2026-07-17,3,205,61.5,553.5
8901061,INV-01517,2026-07-17,1,42,4.2,37.8
8901066,INV-01686,2026-07-17,2,56,0,112
8901066,INV-01713,2026-07-17,1,56,5.6,50.4
8901066,INV-01716,2026-07-17,1,56,0,56
8901003,INV-00275,2026-07-18,3,272,0,816
8901004,INV-00336,2026-07-18,1,28,0,28
8901011,INV-00532,2026-07-18,2,99,0,198
8901013,INV-00612,2026-07-18,1,92,0,92
8901030,INV-00730,2026-07-18,3,20,0,60
8901031,INV-00787,2026-07-18,5,85,0,425
8901033,INV-00899,2026-07-18,1,155,0,155
8901035,INV-01052,2026-07-18,3,19,5.7,51.3
8901035,INV-01054,2026-07-18,5,19,0,95
8901051,INV-01164,2026-07-18,2,270,0,540
8901052,INV-01219,2026-07-18,1,180,0,180
8901054,INV-01258,2026-07-18,1,172,0,172
8901055,INV-01327,2026-07-18,1,94,0,94
8901059,INV-01450,2026-07-18,2,270,0,540
8901060,INV-01456,2026-07-18,3,348,52.2,991.8
8901060,INV-01457,2026-07-18,3,348,0,1044
8901061,INV-01511,2026-07-18,2,42,8.4,75.6
8901064,INV-01633,2026-07-18,1,176,17.6,158.4
8901002,INV-00137,2026-07-19,5,52,0,260
8901002,INV-00155,2026-07-19,2,52,0,104
8901002,INV-00209,2026-07-19,5,52,13.0,247.0
8901003,INV-00289,2026-07-19,5,272,136.0,1224.0
8901005,INV-00390,2026-07-19,3,128,0,384
8901012,INV-00565,2026-07-19,1,42,0,42
8901020,INV-00636,2026-07-19,1,56,0,56
8901021,INV-00664,2026-07-19,2,58,0,116
8901030,INV-00747,2026-07-19,1,20,0,20
8901031,INV-00767,2026-07-19,1,85,8.5,76.5
8901031,INV-00788,2026-07-19,2,85,8.5,161.5
8901032,INV-00826,2026-07-19,5,158,79.0,711.0
8901032,INV-00861,2026-07-19,4,158,0,632
8901034,INV-00985,2026-07-19,5,42,0,210
8901035,INV-01002,2026-07-19,2,19,0,38
8901050,INV-01110,2026-07-19,3,32,4.8,91.2
8901050,INV-01125,2026-07-19,3,32,0,96
8901051,INV-01169,2026-07-19,1,270,0,270
8901052,INV-01227,2026-07-19,2,180,0,360
8901054,INV-01300,2026-07-19,1,172,17.2,154.8
8901056,INV-01353,2026-07-19,2,395,0,790
8901057,INV-01376,2026-07-19,2,165,0,330
8901058,INV-01411,2026-07-19,1,205,0,205
8901061,INV-01507,2026-07-19,1,42,4.2,37.8
8901061,INV-01508,2026-07-19,3,42,6.3,119.7
8901066,INV-01682,2026-07-19,1,56,0,56
8901002,INV-00183,2026-07-20,1,52,0,52
8901002,INV-00215,2026-07-20,4,52,0,208
8901003,INV-00283,2026-07-20,3,272,0,816
8901004,INV-00324,2026-07-20,5,28,0,140
8901005,INV-00411,2026-07-20,1,128,0,128
8901012,INV-00551,2026-07-20,1,42,2.1,39.9
8901020,INV-00641,2026-07-20,1,56,0,56
8901032,INV-00843,2026-07-20,3,158,0,474
8901032,INV-00866,2026-07-20,5,158,79.0,711.0
8901033,INV-00885,2026-07-20,1,155,7.75,147.25
8901034,INV-00962,2026-07-20,3,42,0,126
8901035,INV-01083,2026-07-20,2,19,1.9,36.1
8901050,INV-01130,2026-07-20,5,32,0,160
8901051,INV-01191,2026-07-20,1,270,0,270
8901053,INV-01241,2026-07-20,1,705,35.25,669.75
8901054,INV-01271,2026-07-20,2,172,0,344
8901061,INV-01477,2026-07-20,1,42,0,42
8901061,INV-01487,2026-07-20,1,42,0,42
8901062,INV-01534,2026-07-20,5,23,11.5,103.5
8901062,INV-01563,2026-07-20,2,23,0,46
8901062,INV-01597,2026-07-20,2,23,0,46
8901063,INV-01631,2026-07-20,2,38,0,76
8901001,INV-00007,2026-07-21,2,68,0,136
8901001,INV-00048,2026-07-21,5,68,34.0,306.0
8901002,INV-00127,2026-07-21,2,52,0,104
8901002,INV-00180,2026-07-21,3,52,0,156
8901003,INV-00258,2026-07-21,3,272,0,816
8901003,INV-00287,2026-07-21,2,272,0,544
8901005,INV-00397,2026-07-21,2,128,0,256
8901005,INV-00407,2026-07-21,1,128,0,128
8901005,INV-00408,2026-07-21,3,128,0,384
8901006,INV-00432,2026-07-21,1,118,0,118
8901006,INV-00446,2026-07-21,1,118,5.9,112.1
8901013,INV-00588,2026-07-21,2,92,0,184
8901013,INV-00604,2026-07-21,3,92,13.8,262.2
8901021,INV-00658,2026-07-21,2,58,0,116
8901035,INV-01030,2026-07-21,3,19,0,57
8901035,INV-01063,2026-07-21,3,19,2.85,54.15
8901056,INV-01362,2026-07-21,3,395,0,1185
8901059,INV-01426,2026-07-21,1,270,0,270
8901061,INV-01478,2026-07-21,3,42,12.6,113.4
8901061,INV-01490,2026-07-21,1,42,4.2,37.8
8901061,INV-01516,2026-07-21,2,42,0,84
8901061,INV-01526,2026-07-21,1,42,4.2,37.8
8901065,INV-01676,2026-07-21,1,128,6.4,121.6
8901001,INV-00018,2026-07-22,3,68,0,204
8901002,INV-00148,2026-07-22,5,52,0,260
8901003,INV-00269,2026-07-22,3,272,40.8,775.2
8901003,INV-00295,2026-07-22,5,272,0,1360
8901004,INV-00326,2026-07-22,2,28,0,56
8901004,INV-00348,2026-07-22,5,28,0,140
8901005,INV-00370,2026-07-22,2,128,0,256
8901005,INV-00374,2026-07-22,2,128,12.8,243.2
8901012,INV-00536,2026-07-22,1,42,0,42
8901020,INV-00649,2026-07-22,1,56,0,56
8901021,INV-00656,2026-07-22,2,58,11.6,104.4
8901030,INV-00683,2026-07-22,1,20,0,20
8901030,INV-00752,2026-07-22,2,20,0,40
8901033,INV-00889,2026-07-22,3,155,0,465
8901035,INV-01003,2026-07-22,5,19,0,95
8901035,INV-01029,2026-07-22,2,19,0,38
8901050,INV-01152,2026-07-22,4,32,0,128
8901052,INV-01202,2026-07-22,3,180,0,540
8901054,INV-01267,2026-07-22,3,172,25.8,490.2
8901054,INV-01285,2026-07-22,2,172,0,344
8901055,INV-01328,2026-07-22,2,94,0,188
8901059,INV-01436,2026-07-22,1,270,0,270
8901061,INV-01493,2026-07-22,1,42,0,42
8901064,INV-01638,2026-07-22,1,176,17.6,158.4
8901066,INV-01705,2026-07-22,2,56,0,112
8901001,INV-00045,2026-07-23,5,68,0,340
8901001,INV-00099,2026-07-23,2,68,13.6,122.4
8901001,INV-00110,2026-07-23,5,68,34.0,306.0
8901003,INV-00265,2026-07-23,1,272,0,272
8901004,INV-00313,2026-07-23,3,28,0,84
8901004,INV-00328,2026-07-23,1,28,2.8,25.2
8901004,INV-00353,2026-07-23,1,28,1.4,26.6
8901011,INV-00513,2026-07-23,3,99,14.85,282.15
8901013,INV-00596,2026-07-23,2,92,0,184
8901013,INV-00611,2026-07-23,1,92,0,92
8901032,INV-00824,2026-07-23,1,158,0,158
8901033,INV-00904,2026-07-23,1,155,0,155
8901034,INV-00946,2026-07-23,2,42,0,84
8901034,INV-00963,2026-07-23,3,42,6.3,119.7
8901034,INV-00991,2026-07-23,2,42,0,84
8901035,INV-01021,2026-07-23,5,19,0,95
8901035,INV-01069,2026-07-23,2,19,0,38
8901052,INV-01200,2026-07-23,1,180,18.0,162.0
8901053,INV-01239,2026-07-23,1,705,0,705
8901054,INV-01278,2026-07-23,1,172,8.6,163.4
8901056,INV-01350,2026-07-23,1,395,19.75,375.25
8901057,INV-01373,2026-07-23,1,165,0,165
8901060,INV-01466,2026-07-23,2,348,0,696
8901063,INV-01600,2026-07-23,1,38,0,38
8901063,INV-01628,2026-07-23,1,38,0,38
8901002,INV-00156,2026-07-24,3,52,0,156
8901003,INV-00240,2026-07-24,2,272,0,544
8901006,INV-00451,2026-07-24,2,118,0,236
8901021,INV-00653,2026-07-24,1,58,0,58
8901021,INV-00665,2026-07-24,1,58,5.8,52.2
8901030,INV-00686,2026-07-24,3,20,6.0,54.0
8901030,INV-00727,2026-07-24,2,20,2.0,38.0
8901031,INV-00757,2026-07-24,5,85,42.5,382.5
8901031,INV-00773,2026-07-24,4,85,0,340
8901031,INV-00807,2026-07-24,5,85,0,425
8901035,INV-01045,2026-07-24,1,19,0,19
8901050,INV-01113,2026-07-24,2,32,3.2,60.8
8901051,INV-01180,2026-07-24,2,270,0,540
8901052,INV-01201,2026-07-24,2,180,0,360
8901052,INV-01221,2026-07-24,1,180,0,180
8901052,INV-01222,2026-07-24,3,180,0,540
8901054,INV-01266,2026-07-24,1,172,17.2,154.8
8901061,INV-01499,2026-07-24,2,42,0,84
8901061,INV-01501,2026-07-24,3,42,0,126
8901062,INV-01573,2026-07-24,2,23,0,46
8901066,INV-01681,2026-07-24,1,56,5.6,50.4
8901001,INV-00050,2026-07-25,2,68,6.8,129.2
8901002,INV-00131,2026-07-25,4,52,0,208
8901002,INV-00176,2026-07-25,3,52,0,156
8901002,INV-00199,2026-07-25,3,52,0,156
8901002,INV-00205,2026-07-25,3,52,7.8,148.2
8901003,INV-00236,2026-07-25,4,272,0,1088
8901010,INV-00478,2026-07-25,1,90,9.0,81.0
8901011,INV-00494,2026-07-25,2,99,19.8,178.2
8901030,INV-00679,2026-07-25,3,20,0,60
8901035,INV-01053,2026-07-25,3,19,5.7,51.3
8901050,INV-01137,2026-07-25,4,32,0,128
8901050,INV-01154,2026-07-25,5,32,0,160
8901054,INV-01269,2026-07-25,1,172,17.2,154.8
8901057,INV-01377,2026-07-25,1,165,0,165
8901057,INV-01378,2026-07-25,1,165,16.5,148.5
8901060,INV-01467,2026-07-25,1,348,0,348
8901062,INV-01599,2026-07-25,3,23,0,69
8901063,INV-01602,2026-07-25,2,38,3.8,72.2
8901063,INV-01615,2026-07-25,1,38,0,38
8901001,INV-00108,2026-07-26,2,68,0,136
8901002,INV-00201,2026-07-26,4,52,20.8,187.2
8901002,INV-00223,2026-07-26,2,52,0,104
8901003,INV-00288,2026-07-26,2,272,0,544
8901005,INV-00380,2026-07-26,1,128,0,128
8901005,INV-00393,2026-07-26,1,128,6.4,121.6
8901005,INV-00406,2026-07-26,2,128,12.8,243.2
8901011,INV-00506,2026-07-26,1,99,0,99
8901012,INV-00535,2026-07-26,1,42,0,42
8901012,INV-00558,2026-07-26,1,42,0,42
8901013,INV-00571,2026-07-26,2,92,0,184
8901013,INV-00581,2026-07-26,2,92,9.2,174.8
8901013,INV-00613,2026-07-26,2,92,9.2,174.8
8901013,INV-00619,2026-07-26,2,92,18.4,165.6
8901020,INV-00628,2026-07-26,1,56,0,56
8901030,INV-00717,2026-07-26,5,20,0,100
8901031,INV-00769,2026-07-26,1,85,8.5,76.5
8901031,INV-00813,2026-07-26,2,85,0,170
8901034,INV-00936,2026-07-26,3,42,0,126
8901050,INV-01128,2026-07-26,2,32,0,64
8901050,INV-01136,2026-07-26,1,32,0,32
8901052,INV-01220,2026-07-26,1,180,0,180
8901053,INV-01246,2026-07-26,1,705,0,705
8901054,INV-01262,2026-07-26,1,172,0,172
8901061,INV-01515,2026-07-26,3,42,0,126
8901061,INV-01522,2026-07-26,2,42,4.2,79.8
8901062,INV-01566,2026-07-26,2,23,2.3,43.7
8901062,INV-01575,2026-07-26,2,23,2.3,43.7
8901065,INV-01661,2026-07-26,1,128,0,128
8901065,INV-01669,2026-07-26,1,128,12.8,115.2
8901001,INV-00034,2026-07-27,2,68,13.6,122.4
8901001,INV-00039,2026-07-27,3,68,0,204
8901001,INV-00078,2026-07-27,2,68,13.6,122.4
8901003,INV-00291,2026-07-27,2,272,27.2,516.8
8901004,INV-00325,2026-07-27,2,28,5.6,50.4
8901004,INV-00357,2026-07-27,4,28,0,112
8901005,INV-00373,2026-07-27,2,128,0,256
8901005,INV-00410,2026-07-27,1,128,6.4,121.6
8901006,INV-00428,2026-07-27,2,118,23.6,212.4
8901006,INV-00447,2026-07-27,3,118,0,354
8901013,INV-00580,2026-07-27,1,92,4.6,87.4
8901032,INV-00860,2026-07-27,2,158,0,316
8901034,INV-00969,2026-07-27,3,42,0,126
8901035,INV-01090,2026-07-27,2,19,0,38
8901050,INV-01146,2026-07-27,2,32,0,64
8901053,INV-01238,2026-07-27,1,705,0,705
8901001,INV-00020,2026-07-28,1,68,0,68
8901001,INV-00036,2026-07-28,2,68,0,136
8901001,INV-00113,2026-07-28,2,68,6.8,129.2
8901003,INV-00231,2026-07-28,1,272,0,272
8901003,INV-00253,2026-07-28,4,272,0,1088
8901003,INV-00256,2026-07-28,5,272,0,1360
8901004,INV-00310,2026-07-28,4,28,5.6,106.4
8901005,INV-00378,2026-07-28,1,128,0,128
8901011,INV-00531,2026-07-28,2,99,0,198
8901012,INV-00557,2026-07-28,3,42,0,126
8901021,INV-00667,2026-07-28,1,58,0,58
8901030,INV-00695,2026-07-28,3,20,3.0,57.0
8901031,INV-00755,2026-07-28,3,85,25.5,229.5
8901032,INV-00837,2026-07-28,4,158,63.2,568.8
8901032,INV-00872,2026-07-28,3,158,0,474
8901033,INV-00891,2026-07-28,1,155,15.5,139.5
8901034,INV-00976,2026-07-28,2,42,0,84
8901050,INV-01123,2026-07-28,5,32,0,160
8901050,INV-01139,2026-07-28,3,32,4.8,91.2
8901051,INV-01158,2026-07-28,1,270,0,270
8901053,INV-01249,2026-07-28,1,705,0,705
8901054,INV-01303,2026-07-28,1,172,0,172
8901055,INV-01339,2026-07-28,2,94,0,188
8901061,INV-01521,2026-07-28,2,42,4.2,79.8
8901062,INV-01556,2026-07-28,2,23,0,46
8901063,INV-01601,2026-07-28,1,38,0,38
8901001,INV-00105,2026-07-29,3,68,20.4,183.6
8901002,INV-00168,2026-07-29,5,52,26.0,234.0
8901003,INV-00233,2026-07-29,2,272,54.4,489.6
8901003,INV-00251,2026-07-29,3,272,0,816
8901003,INV-00271,2026-07-29,2,272,0,544
8901005,INV-00389,2026-07-29,1,128,0,128
8901011,INV-00512,2026-07-29,3,99,0,297
8901021,INV-00661,2026-07-29,1,58,0,58
8901031,INV-00756,2026-07-29,3,85,0,255
8901032,INV-00838,2026-07-29,4,158,63.2,568.8
8901033,INV-00881,2026-07-29,1,155,7.75,147.25
8901033,INV-00922,2026-07-29,3,155,0,465
8901033,INV-00925,2026-07-29,2,155,0,310
8901034,INV-00970,2026-07-29,3,42,6.3,119.7
8901034,INV-00993,2026-07-29,2,42,0,84
8901035,INV-01014,2026-07-29,3,19,0,57
8901050,INV-01149,2026-07-29,3,32,0,96
8901054,INV-01263,2026-07-29,1,172,0,172
8901054,INV-01282,2026-07-29,1,172,0,172
8901054,INV-01298,2026-07-29,1,172,8.6,163.4
8901054,INV-01301,2026-07-29,2,172,0,344
8901057,INV-01375,2026-07-29,2,165,0,330
8901058,INV-01401,2026-07-29,1,205,0,205
8901062,INV-01562,2026-07-29,3,23,6.9,62.1
8901066,INV-01710,2026-07-29,1,56,0,56
8901001,INV-00024,2026-07-30,3,68,0,204
8901006,INV-00450,2026-07-30,2,118,23.6,212.4
8901010,INV-00480,2026-07-30,1,90,0,90
8901012,INV-00568,2026-07-30,1,42,0,42
8901013,INV-00583,2026-07-30,3,92,0,276
8901020,INV-00634,2026-07-30,2,56,0,112
8901030,INV-00687,2026-07-30,3,20,0,60
8901030,INV-00704,2026-07-30,3,20,3.0,57.0
8901031,INV-00759,2026-07-30,1,85,0,85
8901031,INV-00816,2026-07-30,2,85,0,170
