id,product_id,invoice_number,sale_date,quantity_sold,selling_price,discount,total_amount
16271,33,INV-004068,2025-08-20,29,19.8,0,574.2
16272,34,INV-003255,2025-08-20,19,31.4,10,536.94
16273,35,INV-008137,2025-08-20,16,37.87,0,605.92
16274,36,INV-005425,2025-08-20,21,22.26,0,467.46
16275,37,INV-005426,2025-08-20,21,21.9,0,459.9
16276,38,INV-008139,2025-08-20,13,27.55,0,358.15
16277,39,INV-004070,2025-08-20,10,85.66,0,856.6
16278,40,INV-008140,2025-08-20,2,489.01,5,929.12
16279,41,INV-003256,2025-08-20,18,39.87,0,717.66
16280,42,INV-008141,2025-08-20,10,68.41,0,684.1
16281,43,INV-008141,2025-08-20,7,230.87,15,1373.68
16282,44,INV-008142,2025-08-20,7,336.41,0,2354.87
16283,45,INV-005428,2025-08-20,10,115.53,0,1155.3
16284,46,INV-004072,2025-08-20,6,179.08,0,1074.48
16285,47,INV-003258,2025-08-20,3,304.98,0,914.94
16286,48,INV-003258,2025-08-20,11,251.75,0,2769.25
16287,49,INV-005430,2025-08-20,6,564.74,20,2710.75
16288,50,INV-003258,2025-08-20,7,170.16,0,1191.12
16289,51,INV-005430,2025-08-20,9,169.55,15,1297.06
16290,52,INV-008146,2025-08-20,10,115.91,0,1159.1
16291,53,INV-003259,2025-08-20,6,79.16,5,451.21
16292,54,INV-004074,2025-08-20,4,169.33,0,677.32
16293,55,INV-003259,2025-08-20,10,34.31,0,343.1
16294,56,INV-003259,2025-08-20,11,29.75,0,327.25
16295,57,INV-004074,2025-08-20,8,57.28,10,412.42
16296,58,INV-004075,2025-08-20,4,119.4,0,477.6
16297,59,INV-005433,2025-08-20,4,141.71,0,566.84
16298,60,INV-004075,2025-08-20,5,160.85,15,683.61
16299,61,INV-008150,2025-08-20,3,47.73,10,128.87
16300,62,INV-005434,2025-08-20,7,164.75,0,1153.25
16301,63,INV-005434,2025-08-20,6,115.38,0,692.28
16302,64,INV-005435,2025-08-20,6,123.22,0,739.32
16303,65,INV-003261,2025-08-20,9,88.86,0,799.74
16304,66,INV-004077,2025-08-20,9,100.7,0,906.3
16305,67,INV-004077,2025-08-20,4,71.1,0,284.4
16306,68,INV-008154,2025-08-20,5,58.55,0,292.75
16307,69,INV-003262,2025-08-20,4,48.18,0,192.72
16308,70,INV-003262,2025-08-20,3,23.74,0,71.22
16309,71,INV-003262,2025-08-20,2,38.18,0,76.36
16310,1,INV-005437,2025-08-21,19,31.47,15,508.24
16311,2,INV-004078,2025-08-21,18,27.46,0,494.28
16312,3,INV-005438,2025-08-21,20,30.44,0,608.8
16313,4,INV-008157,2025-08-21,20,47.09,0,941.8
16314,5,INV-003263,2025-08-21,16,46.4,0,742.4
16315,6,INV-004079,2025-08-21,14,54.31,0,760.34
16316,7,INV-004080,2025-08-21,10,38.51,0,385.1
16317,8,INV-004080,2025-08-21,8,41.38,0,331.04
16318,9,INV-008160,2025-08-21,6,60.98,5,347.59
16319,10,INV-005440,2025-08-21,13,36.12,0,469.56
16320,11,INV-004081,2025-08-21,9,57.69,0,519.21
16321,12,INV-008161,2025-08-21,6,71.59,0,429.54
16322,13,INV-005441,2025-08-21,19,42.79,0,813.01
16323,14,INV-004081,2025-08-21,21,41.27,0,866.67
16324,15,INV-008163,2025-08-21,14,42.63,0,596.82
16325,16,INV-008163,2025-08-21,14,41.72,0,584.08
16326,17,INV-008164,2025-08-21,13,43.3,0,562.9
16327,18,INV-004082,2025-08-21,5,118.79,15,504.86
16328,19,INV-003266,2025-08-21,12,117.0,10,1263.6
16329,20,INV-008165,2025-08-21,7,125.52,0,878.64
16330,21,INV-004083,2025-08-21,36,19.98,0,719.28
16331,22,INV-005444,2025-08-21,7,306.55,0,2145.85
16332,23,INV-004084,2025-08-21,13,278.04,15,3072.34
16333,24,INV-003267,2025-08-21,10,591.63,0,5916.3
16334,25,INV-004084,2025-08-21,17,164.66,20,2239.38
16335,26,INV-004084,2025-08-21,18,25.5,20,367.2
16336,27,INV-005446,2025-08-21,7,744.92,0,5214.44
16337,28,INV-008169,2025-08-21,16,47.58,0,761.28
16338,29,INV-008170,2025-08-21,12,161.75,0,1941.0
16339,30,INV-004085,2025-08-21,11,154.14,0,1695.54
16340,31,INV-003269,2025-08-21,7,58.55,0,409.85
16341,32,INV-004086,2025-08-21,7,62.36,20,349.22
16342,33,INV-003269,2025-08-21,30,20.17,0,605.1
16343,34,INV-008172,2025-08-21,22,31.98,0,703.56
16344,35,INV-004087,2025-08-21,14,38.18,15,454.34
16345,36,INV-005449,2025-08-21,22,21.83,0,480.26
16346,37,INV-003270,2025-08-21,17,21.83,10,334.0
16347,38,INV-003270,2025-08-21,16,27.56,0,440.96
16348,39,INV-008175,2025-08-21,10,84.27,20,674.16
16349,41,INV-003270,2025-08-21,17,39.43,0,670.31
16350,42,INV-005451,2025-08-21,11,67.02,0,737.22
16351,43,INV-004088,2025-08-21,8,235.45,0,1883.6
16352,44,INV-005451,2025-08-21,5,331.87,0,1659.35
16353,45,INV-003271,2025-08-21,11,114.88,20,1010.94
16354,46,INV-005452,2025-08-21,5,182.93,10,823.18
16355,47,INV-008178,2025-08-21,5,309.19,0,1545.95
16356,48,INV-005453,2025-08-21,11,253.24,0,2785.64
16357,49,INV-005453,2025-08-21,6,562.44,0,3374.64
16358,50,INV-005453,2025-08-21,8,166.64,0,1333.12
16359,51,INV-005454,2025-08-21,9,169.61,0,1526.49
16360,52,INV-004091,2025-08-21,13,113.95,20,1185.08
16361,53,INV-003273,2025-08-21,5,80.95,0,404.75
16362,54,INV-008182,2025-08-21,3,171.82,0,515.46
16363,55,INV-005455,2025-08-21,11,34.41,0,378.51
16364,56,INV-004092,2025-08-21,13,29.58,15,326.86
16365,57,INV-008183,2025-08-21,8,58.75,0,470.0
16366,58,INV-008184,2025-08-21,5,121.6,5,577.6
16367,59,INV-005456,2025-08-21,5,140.14,0,700.7
16368,60,INV-004093,2025-08-21,7,158.25,0,1107.75
16369,61,INV-003274,2025-08-21,3,47.69,0,143.07
16370,62,INV-003275,2025-08-21,7,162.15,0,1135.05
16371,63,INV-008186,2025-08-21,6,113.44,10,612.58
16372,64,INV-005458,2025-08-21,6,126.43,0,758.58
16373,65,INV-004094,2025-08-21,10,88.51,15,752.34
16374,66,INV-005459,2025-08-21,8,100.75,0,806.0
16375,67,INV-003276,2025-08-21,4,70.92,0,283.68
16376,68,INV-005459,2025-08-21,5,58.48,0,292.4
16377,69,INV-008189,2025-08-21,4,48.37,5,183.81
16378,70,INV-004095,2025-08-21,3,23.54,0,70.62
16379,71,INV-004095,2025-08-21,2,37.54,0,75.08
16380,1,INV-004096,2025-08-22,21,31.55,0,662.55
16381,2,INV-003277,2025-08-22,23,28.39,0,652.97
16382,3,INV-005461,2025-08-22,21,30.28,15,540.5
16383,4,INV-005462,2025-08-22,25,47.96,0,1199.0
16384,5,INV-008193,2025-08-22,16,46.8,0,748.8
16385,6,INV-005462,2025-08-22,12,55.54,0,666.48
16386,7,INV-008194,2025-08-22,11,38.05,0,418.55
16387,8,INV-008194,2025-08-22,9,42.7,0,384.3
16388,9,INV-005463,2025-08-22,6,62.1,0,372.6
16389,10,INV-004098,2025-08-22,13,36.71,0,477.23
16390,11,INV-003279,2025-08-22,8,57.54,0,460.32
16391,12,INV-004098,2025-08-22,4,72.19,0,288.76
16392,13,INV-005465,2025-08-22,22,42.83,0,942.26
16393,14,INV-003279,2025-08-22,24,41.88,20,804.1
16394,15,INV-004099,2025-08-22,17,42.81,0,727.77
16395,16,INV-004099,2025-08-22,16,42.43,0,678.88
16396,17,INV-008199,2025-08-22,19,44.29,5,799.43
16397,18,INV-005466,2025-08-22,5,117.91,5,560.07
16398,19,INV-003280,2025-08-22,8,116.74,0,933.92
16399,20,INV-004100,2025-08-22,7,127.34,0,891.38
16400,21,INV-003281,2025-08-22,26,20.01,0,520.26
16401,22,INV-004101,2025-08-22,6,306.3,0,1837.8
16402,23,INV-005468,2025-08-22,14,279.34,0,3910.76
16403,24,INV-003281,2025-08-22,9,604.19,0,5437.71
16404,25,INV-004102,2025-08-22,16,165.82,0,2653.12
16405,26,INV-005469,2025-08-22,16,25.76,0,412.16
16406,27,INV-004102,2025-08-22,7,730.29,0,5112.03
16407,28,INV-003282,2025-08-22,17,48.25,0,820.25
16408,29,INV-008205,2025-08-22,10,162.24,0,1622.4
16409,30,INV-003282,2025-08-22,9,157.36,15,1203.8
16410,31,INV-003283,2025-08-22,6,59.15,0,354.9
16411,32,INV-005471,2025-08-22,6,62.33,10,336.58
16412,33,INV-004104,2025-08-22,28,20.14,0,563.92
16413,34,INV-005472,2025-08-22,24,31.9,20,612.48
16414,35,INV-004104,2025-08-22,14,38.49,0,538.86
16415,36,INV-004104,2025-08-22,20,21.74,0,434.8
16416,37,INV-005473,2025-08-22,20,21.85,0,437.0
16417,38,INV-008209,2025-08-22,12,28.27,0,339.24
16418,39,INV-003284,2025-08-22,11,84.08,0,924.88
16419,40,INV-004105,2025-08-22,2,489.12,5,929.33
16420,41,INV-008211,2025-08-22,17,39.44,0,670.48
16421,42,INV-005474,2025-08-22,10,68.2,0,682.0
16422,43,INV-008212,2025-08-22,9,230.77,0,2076.93
16423,44,INV-004106,2025-08-22,7,325.3,0,2277.1
16424,45,INV-003285,2025-08-22,11,114.67,0,1261.37
16425,46,INV-003286,2025-08-22,6,177.9,0,1067.4
16426,47,INV-005476,2025-08-22,5,307.65,0,1538.25
16427,48,INV-008214,2025-08-22,10,249.72,0,2497.2
16428,49,INV-008215,2025-08-22,5,557.74,0,2788.7
16429,50,INV-004108,2025-08-22,9,169.39,0,1524.51
16430,51,INV-005477,2025-08-22,9,164.77,0,1482.93
16431,52,INV-003287,2025-08-22,10,114.89,0,1148.9
16432,53,INV-005478,2025-08-22,5,78.51,0,392.55
16433,54,INV-005478,2025-08-22,4,173.96,0,695.84
16434,55,INV-004109,2025-08-22,9,33.64,0,302.76
16435,56,INV-004109,2025-08-22,10,29.66,0,296.6
16436,57,INV-005479,2025-08-22,10,58.67,0,586.7
16437,58,INV-004110,2025-08-22,5,117.85,0,589.25
16438,59,INV-008220,2025-08-22,4,139.47,0,557.88
16439,60,INV-004110,2025-08-22,5,157.45,0,787.25
16440,61,INV-004111,2025-08-22,3,48.84,0,146.52
16441,62,INV-008221,2025-08-22,7,167.15,10,1053.05
16442,63,INV-004111,2025-08-22,7,116.41,0,814.87
16443,64,INV-008222,2025-08-22,6,123.67,10,667.82
16444,65,INV-003289,2025-08-22,9,89.41,0,804.69
16445,66,INV-003290,2025-08-22,7,99.42,0,695.94
16446,67,INV-004112,2025-08-22,4,72.46,0,289.84
16447,68,INV-008224,2025-08-22,6,57.27,0,343.62
16448,69,INV-003290,2025-08-22,5,47.23,0,236.15
16449,70,INV-003290,2025-08-22,3,23.56,0,70.68
16450,1,INV-003291,2025-08-23,35,32.05,0,1121.75
16451,2,INV-004113,2025-08-23,26,28.47,15,629.19
16452,3,INV-004114,2025-08-23,23,29.9,0,687.7
16453,4,INV-003291,2025-08-23,30,47.66,0,1429.8
16454,5,INV-004114,2025-08-23,22,46.71,0,1027.62
16455,6,INV-005486,2025-08-23,14,54.02,0,756.28
16456,7,INV-003292,2025-08-23,13,38.61,0,501.93
16457,8,INV-005486,2025-08-23,11,42.53,0,467.83
16458,9,INV-003292,2025-08-23,10,61.8,0,618.0
16459,10,INV-004115,2025-08-23,29,36.03,0,1044.87
16460,11,INV-005487,2025-08-23,17,57.38,0,975.46
16461,12,INV-008231,2025-08-23,9,70.72,20,509.18
16462,13,INV-008232,2025-08-23,32,42.59,0,1362.88
16463,14,INV-004116,2025-08-23,21,42.55,0,893.55
16464,15,INV-004117,2025-08-23,22,41.94,0,922.68
16465,16,INV-003294,2025-08-23,20,42.69,0,853.8
16466,17,INV-005489,2025-08-23,25,43.96,0,1099.0
16467,18,INV-004117,2025-08-23,7,117.79,0,824.53
16468,19,INV-004118,2025-08-23,10,113.32,0,1133.2
16469,20,INV-008235,2025-08-23,9,126.63,0,1139.67
16470,21,INV-004118,2025-08-23,40,19.78,0,791.2
16471,22,INV-004118,2025-08-23,8,307.24,20,1966.34
16472,23,INV-005491,2025-08-23,19,278.39,0,5289.41
16473,24,INV-008237,2025-08-23,12,588.95,0,7067.4
16474,25,INV-005492,2025-08-23,17,168.6,0,2866.2
16475,26,INV-008238,2025-08-23,18,25.58,5,437.42
16476,27,INV-004120,2025-08-23,8,738.56,0,5908.48
16477,28,INV-003296,2025-08-23,17,47.81,0,812.77
16478,29,INV-005493,2025-08-23,15,162.18,20,1946.16
16479,30,INV-005494,2025-08-23,13,154.51,0,2008.63
16480,31,INV-004121,2025-08-23,8,57.72,0,461.76
16481,32,INV-003297,2025-08-23,7,61.42,0,429.94
16482,33,INV-005495,2025-08-23,39,19.86,0,774.54
16483,34,INV-008242,2025-08-23,31,32.56,0,1009.36
16484,35,INV-005495,2025-08-23,19,37.65,15,608.05
16485,36,INV-008243,2025-08-23,27,21.99,0,593.73
16486,37,INV-008244,2025-08-23,26,22.26,0,578.76
16487,38,INV-004122,2025-08-23,19,27.84,0,528.96
16488,39,INV-003298,2025-08-23,13,84.65,0,1100.45
16489,40,INV-004123,2025-08-23,2,475.69,0,951.38
16490,41,INV-003299,2025-08-23,19,40.44,0,768.36
16491,42,INV-008246,2025-08-23,11,69.14,0,760.54
16492,43,INV-003299,2025-08-23,10,235.73,5,2239.43
16493,44,INV-005498,2025-08-23,7,328.35,0,2298.45
16494,45,INV-008248,2025-08-23,12,116.55,0,1398.6
16495,46,INV-008248,2025-08-23,5,183.06,0,915.3
16496,47,INV-005499,2025-08-23,5,303.24,0,1516.2
16497,48,INV-004125,2025-08-23,10,245.1,0,2451.0
16498,49,INV-004125,2025-08-23,6,560.2,0,3361.2
16499,50,INV-005500,2025-08-23,10,169.02,0,1690.2
16500,51,INV-005501,2025-08-23,9,165.27,0,1487.43
16501,52,INV-008251,2025-08-23,14,114.36,0,1601.04
16502,53,INV-008252,2025-08-23,5,80.73,0,403.65
16503,54,INV-004126,2025-08-23,5,173.3,0,866.5
16504,55,INV-005502,2025-08-23,9,34.29,0,308.61
16505,56,INV-003302,2025-08-23,11,29.52,5,308.48
16506,57,INV-003302,2025-08-23,11,57.42,0,631.62
16507,58,INV-003302,2025-08-23,6,118.06,0,708.36
16508,59,INV-005503,2025-08-23,4,142.71,0,570.84
16509,60,INV-005504,2025-08-23,6,158.88,0,953.28
16510,61,INV-003303,2025-08-23,3,47.8,0,143.4
16511,62,INV-008256,2025-08-23,12,167.97,0,2015.64
16512,63,INV-003303,2025-08-23,10,115.45,0,1154.5
16513,64,INV-008257,2025-08-23,9,123.87,5,1059.09
16514,65,INV-005505,2025-08-23,10,90.22,15,766.87
16515,66,INV-003304,2025-08-23,9,100.13,0,901.17
16516,67,INV-003304,2025-08-23,4,70.62,0,282.48
16517,68,INV-008259,2025-08-23,5,57.9,0,289.5
16518,69,INV-008260,2025-08-23,5,47.45,0,237.25
16519,70,INV-003304,2025-08-23,3,23.99,0,71.97
16520,1,INV-003305,2025-08-24,34,32.48,15,938.67
16521,2,INV-005508,2025-08-24,24,27.6,10,596.16
16522,3,INV-004131,2025-08-24,24,30.21,0,725.04
16523,4,INV-008262,2025-08-24,23,48.45,20,891.48
16524,5,INV-008263,2025-08-24,25,45.49,0,1137.25
16525,6,INV-008263,2025-08-24,16,54.64,10,786.82
16526,7,INV-005509,2025-08-24,14,37.96,15,451.72
16527,8,INV-003306,2025-08-24,9,42.51,10,344.33
16528,9,INV-008265,2025-08-24,9,60.85,15,465.5
16529,10,INV-003306,2025-08-24,23,36.33,0,835.59
16530,11,INV-008266,2025-08-24,13,57.14,0,742.82
16531,12,INV-005511,2025-08-24,10,72.56,15,616.76
16532,13,INV-003307,2025-08-24,27,41.18,10,1000.67
16533,14,INV-003307,2025-08-24,24,41.98,20,806.02
16534,15,INV-008268,2025-08-24,19,42.28,0,803.32
16535,16,INV-005512,2025-08-24,18,41.99,0,755.82
16536,17,INV-003308,2025-08-24,19,43.8,0,832.2
16537,18,INV-003308,2025-08-24,8,118.81,0,950.48
16538,19,INV-003308,2025-08-24,11,112.86,0,1241.46
16539,20,INV-003308,2025-08-24,8,127.09,0,1016.72
16540,21,INV-003309,2025-08-24,32,20.09,15,546.45
16541,22,INV-008271,2025-08-24,7,309.37,0,2165.59
16542,23,INV-005515,2025-08-24,15,280.43,5,3996.13
16543,24,INV-005515,2025-08-24,11,604.24,0,6646.64
16544,25,INV-004137,2025-08-24,19,167.77,5,3028.25
16545,26,INV-005516,2025-08-24,20,26.4,0,528.0
16546,27,INV-008274,2025-08-24,9,749.58,0,6746.22
16547,28,INV-008274,2025-08-24,15,48.24,0,723.6
16548,29,INV-005517,2025-08-24,14,165.53,0,2317.42
16549,30,INV-003310,2025-08-24,13,156.81,5,1936.6
16550,31,INV-004138,2025-08-24,7,58.52,0,409.64
16551,32,INV-003311,2025-08-24,7,63.01,0,441.07
16552,33,INV-008277,2025-08-24,39,19.8,0,772.2
16553,34,INV-008277,2025-08-24,25,31.72,0,793.0
16554,35,INV-008278,2025-08-24,22,37.45,0,823.9
16555,36,INV-008278,2025-08-24,26,21.87,0,568.62
16556,37,INV-008279,2025-08-24,26,21.95,0,570.7
16557,38,INV-005520,2025-08-24,22,27.77,0,610.94
16558,39,INV-008280,2025-08-24,12,86.6,0,1039.2
16559,40,INV-005520,2025-08-24,2,486.68,0,973.36
16560,41,INV-005521,2025-08-24,20,40.0,10,720.0
16561,42,INV-005521,2025-08-24,10,69.14,0,691.4
16562,43,INV-005521,2025-08-24,10,233.89,0,2338.9
16563,44,INV-008282,2025-08-24,6,325.88,20,1564.22
16564,45,INV-004142,2025-08-24,12,116.53,0,1398.36
16565,46,INV-008283,2025-08-24,6,177.21,0,1063.26
16566,47,INV-003314,2025-08-24,4,300.07,0,1200.28
16567,48,INV-005523,2025-08-24,12,246.38,0,2956.56
16568,49,INV-008285,2025-08-24,7,566.51,0,3965.57
16569,50,INV-005524,2025-08-24,8,172.82,0,1382.56
16570,51,INV-008286,2025-08-24,8,165.47,0,1323.76
16571,52,INV-004143,2025-08-24,12,115.01,0,1380.12
16572,53,INV-005525,2025-08-24,6,78.52,0,471.12
16573,54,INV-005525,2025-08-24,4,172.55,0,690.2
16574,55,INV-004144,2025-08-24,10,34.58,0,345.8
16575,56,INV-005526,2025-08-24,9,29.86,0,268.74
16576,57,INV-008289,2025-08-24,10,57.03,0,570.3
16577,58,INV-005526,2025-08-24,5,119.35,20,477.4
16578,59,INV-005527,2025-08-24,5,140.69,0,703.45
16579,60,INV-008290,2025-08-24,5,158.34,10,712.53
16580,61,INV-005527,2025-08-24,3,48.25,20,115.8
16581,62,INV-005528,2025-08-24,14,167.31,0,2342.34
16582,63,INV-005528,2025-08-24,9,114.24,10,925.34
16583,64,INV-005528,2025-08-24,9,126.43,15,967.19
16584,65,INV-003317,2025-08-24,10,88.83,20,710.64
16585,66,INV-005529,2025-08-24,8,97.63,0,781.04
16586,67,INV-004147,2025-08-24,5,72.4,5,343.9
16587,68,INV-008294,2025-08-24,5,57.63,20,230.52
16588,69,INV-005530,2025-08-24,4,47.2,0,188.8
16589,70,INV-004148,2025-08-24,3,23.6,0,70.8
16590,71,INV-004148,2025-08-24,2,38.59,0,77.18
16591,1,INV-008296,2025-08-25,23,31.38,0,721.74
16592,2,INV-003319,2025-08-25,19,28.3,0,537.7
16593,3,INV-005532,2025-08-25,17,29.91,10,457.62
16594,4,INV-003319,2025-08-25,23,48.02,0,1104.46
16595,5,INV-004149,2025-08-25,17,45.81,0,778.77
16596,6,INV-008299,2025-08-25,11,54.05,0,594.55
16597,7,INV-005533,2025-08-25,9,37.9,0,341.1
16598,8,INV-008300,2025-08-25,8,41.39,0,331.12
16599,9,INV-008300,2025-08-25,6,62.78,10,339.01
16600,10,INV-003321,2025-08-25,13,36.71,0,477.23
16601,11,INV-005534,2025-08-25,8,59.0,15,401.2
16602,12,INV-008302,2025-08-25,5,72.53,0,362.65
16603,13,INV-008302,2025-08-25,17,41.57,5,671.36
16604,14,INV-008303,2025-08-25,21,41.58,0,873.18
16605,15,INV-004152,2025-08-25,17,41.61,0,707.37
16606,16,INV-003322,2025-08-25,15,41.94,20,503.28
16607,17,INV-005536,2025-08-25,14,44.16,10,556.42
16608,18,INV-004153,2025-08-25,5,118.62,0,593.1
16609,19,INV-004153,2025-08-25,9,115.84,5,990.43
16610,20,INV-005537,2025-08-25,8,123.11,0,984.88
16611,21,INV-003323,2025-08-25,25,20.14,0,503.5
16612,22,INV-004154,2025-08-25,6,313.62,20,1505.38
16613,23,INV-008307,2025-08-25,14,272.66,0,3817.24
16614,24,INV-005539,2025-08-25,9,586.19,15,4484.35
16615,25,INV-003324,2025-08-25,15,167.67,0,2515.05
16616,26,INV-005539,2025-08-25,19,25.52,0,484.88
16617,27,INV-004155,2025-08-25,9,737.4,15,5641.11
16618,28,INV-008310,2025-08-25,18,47.91,0,862.38
16619,29,INV-005540,2025-08-25,14,167.82,0,2349.48
16620,30,INV-004156,2025-08-25,11,154.21,0,1696.31
16621,31,INV-004156,2025-08-25,7,58.98,5,392.22
16622,32,INV-003325,2025-08-25,6,62.11,0,372.66
16623,33,INV-005542,2025-08-25,32,19.77,0,632.64
16624,34,INV-003325,2025-08-25,24,32.03,0,768.72
16625,35,INV-003326,2025-08-25,16,37.27,0,596.32
16626,36,INV-003326,2025-08-25,22,22.12,0,486.64
16627,37,INV-008314,2025-08-25,20,22.42,0,448.4
16628,38,INV-005543,2025-08-25,14,28.45,5,378.38
16629,39,INV-003326,2025-08-25,9,84.1,15,643.37
16630,40,INV-003327,2025-08-25,2,479.49,0,958.98
16631,41,INV-004158,2025-08-25,18,39.36,0,708.48
16632,42,INV-004159,2025-08-25,10,67.67,0,676.7
16633,43,INV-003327,2025-08-25,7,232.79,0,1629.53
16634,44,INV-004159,2025-08-25,6,327.32,5,1865.72
16635,45,INV-004159,2025-08-25,10,116.2,0,1162.0
16636,46,INV-005546,2025-08-25,5,177.48,0,887.4
16637,47,INV-008319,2025-08-25,4,301.34,5,1145.09
16638,48,INV-004160,2025-08-25,11,246.42,0,2710.62
16639,49,INV-003328,2025-08-25,6,560.41,5,3194.34
16640,50,INV-005547,2025-08-25,8,168.72,20,1079.81
16641,51,INV-004161,2025-08-25,9,169.44,0,1524.96
16642,52,INV-003329,2025-08-25,11,115.81,0,1273.91
16643,53,INV-005548,2025-08-25,4,80.72,0,322.88
16644,54,INV-004162,2025-08-25,4,173.36,0,693.44
16645,55,INV-008323,2025-08-25,10,34.28,0,342.8
16646,56,INV-004162,2025-08-25,11,29.43,20,258.98
16647,57,INV-008324,2025-08-25,8,57.09,0,456.72
16648,58,INV-003330,2025-08-25,4,117.77,0,471.08
16649,59,INV-008325,2025-08-25,4,137.31,0,549.24
16650,60,INV-008326,2025-08-25,5,162.65,0,813.25
16651,61,INV-003331,2025-08-25,3,47.32,20,113.57
16652,62,INV-003331,2025-08-25,7,163.54,0,1144.78
16653,63,INV-004164,2025-08-25,6,115.65,0,693.9
16654,64,INV-005552,2025-08-25,5,124.64,15,529.72
16655,65,INV-004164,2025-08-25,8,90.3,0,722.4
16656,66,INV-005553,2025-08-25,8,99.68,0,797.44
16657,67,INV-008329,2025-08-25,4,72.34,0,289.36
16658,68,INV-004165,2025-08-25,6,57.03,0,342.18
16659,69,INV-003332,2025-08-25,4,47.15,15,160.31
16660,70,INV-004166,2025-08-25,3,23.86,0,71.58
16661,71,INV-004166,2025-08-25,2,38.09,0,76.18
16662,1,INV-004166,2025-08-26,24,32.6,0,782.4
16663,2,INV-003333,2025-08-26,23,28.16,0,647.68
16664,3,INV-008333,2025-08-26,18,30.07,5,514.2
16665,4,INV-005556,2025-08-26,26,48.05,0,1249.3
16666,5,INV-003334,2025-08-26,15,46.69,5,665.33
16667,6,INV-008334,2025-08-26,13,54.67,0,710.71
16668,7,INV-008335,2025-08-26,10,38.2,0,382.0
16669,8,INV-008335,2025-08-26,9,42.08,15,321.91
16670,9,INV-003335,2025-08-26,6,62.99,0,377.94
16671,10,INV-003335,2025-08-26,13,35.53,0,461.89
16672,11,INV-008337,2025-08-26,9,57.13,0,514.17
16673,12,INV-004169,2025-08-26,5,71.82,0,359.1
16674,13,INV-005559,2025-08-26,21,41.57,0,872.97
16675,14,INV-003336,2025-08-26,17,41.19,0,700.23
16676,15,INV-004170,2025-08-26,21,42.13,0,884.73
16677,16,INV-005560,2025-08-26,16,41.31,0,660.96
16678,17,INV-004170,2025-08-26,13,44.64,20,464.26
16679,18,INV-003336,2025-08-26,5,120.6,0,603.0
16680,19,INV-004171,2025-08-26,9,115.22,0,1036.98
16681,20,INV-003337,2025-08-26,7,125.86,0,881.02
16682,21,INV-005561,2025-08-26,37,20.01,0,740.37
16683,22,INV-004171,2025-08-26,6,308.36,20,1480.13
16684,23,INV-003337,2025-08-26,16,279.01,0,4464.16
16685,24,INV-005562,2025-08-26,10,583.29,0,5832.9
16686,25,INV-008344,2025-08-26,15,164.82,0,2472.3
16687,26,INV-008344,2025-08-26,18,25.62,15,391.99
16688,27,INV-005563,2025-08-26,9,748.49,0,6736.41
16689,28,INV-008345,2025-08-26,14,47.29,0,662.06
16690,29,INV-005564,2025-08-26,11,164.25,20,1445.4
16691,30,INV-004173,2025-08-26,11,152.23,0,1674.53
16692,31,INV-005565,2025-08-26,8,57.41,0,459.28
16693,32,INV-008347,2025-08-26,6,62.53,15,318.9
16694,33,INV-003339,2025-08-26,29,20.3,0,588.7
16695,34,INV-003340,2025-08-26,19,31.78,0,603.82
16696,35,INV-005566,2025-08-26,16,38.13,0,610.08
16697,36,INV-004175,2025-08-26,22,22.15,0,487.3
16698,37,INV-004175,2025-08-26,18,21.82,0,392.76
16699,38,INV-008350,2025-08-26,13,28.27,0,367.51
16700,39,INV-005567,2025-08-26,9,84.32,0,758.88
16701,41,INV-003341,2025-08-26,17,39.8,0,676.6
16702,42,INV-008352,2025-08-26,9,68.04,0,612.36
16703,43,INV-005568,2025-08-26,8,236.45,0,1891.6
16704,44,INV-003341,2025-08-26,7,333.55,0,2334.85
16705,45,INV-003342,2025-08-26,11,114.33,0,1257.63
16706,46,INV-005569,2025-08-26,5,178.36,5,847.21
16707,47,INV-003342,2025-08-26,4,300.48,0,1201.92
16708,48,INV-004178,2025-08-26,9,250.38,15,1915.41
16709,49,INV-005570,2025-08-26,6,568.06,0,3408.36
16710,50,INV-008356,2025-08-26,9,168.41,0,1515.69
16711,51,INV-008356,2025-08-26,10,166.41,20,1331.28
16712,52,INV-008357,2025-08-26,10,112.74,15,958.29
16713,53,INV-004179,2025-08-26,5,81.44,20,325.76
16714,54,INV-003343,2025-08-26,4,174.23,0,696.92
16715,55,INV-005572,2025-08-26,11,33.63,0,369.93
16716,56,INV-003344,2025-08-26,13,30.06,0,390.78
16717,57,INV-003344,2025-08-26,10,58.85,15,500.23
16718,58,INV-004180,2025-08-26,6,121.88,0,731.28
16719,59,INV-003344,2025-08-26,4,142.76,0,571.04
16720,60,INV-005574,2025-08-26,6,158.6,0,951.6
16721,61,INV-004181,2025-08-26,3,47.96,0,143.88
16722,62,INV-008362,2025-08-26,8,164.66,5,1251.42
16723,63,INV-004181,2025-08-26,7,115.96,5,771.13
16724,64,INV-003345,2025-08-26,5,126.1,0,630.5
16725,65,INV-004182,2025-08-26,8,88.33,10,635.98
16726,66,INV-004182,2025-08-26,8,99.34,15,675.51
16727,67,INV-004182,2025-08-26,4,71.52,0,286.08
16728,68,INV-005577,2025-08-26,6,57.09,0,342.54
16729,69,INV-003346,2025-08-26,4,48.43,0,193.72
16730,70,INV-008366,2025-08-26,3,23.97,0,71.91
